ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
12474,4.9099,4.8214,1.5674,0.9131,1.7884,0.6873,15.489849,-9.516856
12475,3.9089,2.5256,12.8207,0.2232,0.7012,15.0843,34.40262,326.27148
12476,0.5163,2.7812,7.0518,0.5506,0.8564,17.3378,31.731447,221.2048
12477,2.2087,3.7116,18.4731,0.4992,4.8066,9.1696,129.31693,1119.122
12478,3.0383,2.4707,7.3027,1.8276,3.3265,19.1358,60.19503,389.0303
12479,4.838,2.9572,6.897,1.6139,3.7839,5.18,94.43975,713.6093
12480,2.181,0.5387,5.3888,1.2179,4.8717,19.8704,99.353226,618.019
12481,0.8982,0.8157,15.3591,1.5667,3.4041,5.7739,92.51087,833.16956
12482,3.6495,3.9471,5.9346,0.4614,0.7146,16.6701,24.8795,163.78032
12483,0.7003,1.7983,2.0069,1.8808,3.7074,11.5338,78.02783,467.49945
12484,2.0549,4.6682,3.1522,0.6548,4.0619,7.2418,81.42233,538.16925
12485,1.2372,0.2856,5.1684,1.9757,4.5557,10.2971,119.966095,841.6464
12486,2.6122,1.5933,2.0622,1.1454,0.5734,15.1937,23.406525,99.53085
12487,0.6375,0.9156,7.9391,1.7213,2.0964,8.2545,42.278496,368.4475
12488,2.0205,2.5198,10.1779,1.7047,1.4517,14.2022,29.824629,281.59128
12489,0.8856,4.2295,14.9571,1.7941,2.0804,10.7629,47.37793,468.35632
12490,4.2541,4.907,15.6648,1.5251,4.2954,7.989,116.42497,996.7404
12491,0.6715,4.8748,3.6412,0.9383,1.7985,15.0625,10.086704,17.446783
12492,0.61,2.8198,16.7996,1.8405,2.7124,8.9381,70.23932,669.17096
12493,2.0616,3.7882,11.1193,1.6238,1.3799,1.9657,8.558907,132.83266
12494,3.7844,0.1363,4.9991,0.7351,2.2271,10.1218,29.097063,209.77858
12495,3.0039,0.7163,2.4717,1.273,1.468,5.9592,6.515368,-18.780243
12496,4.7821,2.6112,2.483,0.7261,1.0635,6.8731,8.762367,19.157671
12497,4.5783,3.0076,18.6396,1.2287,2.8357,18.2917,66.881744,607.64056
12498,1.78,0.6833,10.9069,0.4896,0.4585,15.3318,45.3332,378.54114
12499,2.5736,0.3055,13.6028,1.3762,2.8338,2.6927,67.41506,629.4455
12500,1.6801,2.0162,10.6106,1.8206,0.7504,15.0908,36.16398,320.4032
12501,1.1825,4.1745,7.364,0.2668,0.818,3.3777,2.39855,16.653429
12502,1.0559,1.8251,4.9399,1.07,3.8757,5.1431,90.63739,648.9202
12503,3.7076,1.0799,4.8148,1.8361,1.7155,13.0537,20.20448,133.21509
12504,4.5537,4.8065,14.8978,1.7351,1.1792,0.5236,1.7960776,115.52396
12505,1.6559,0.1409,10.3328,1.9304,1.5387,18.2617,40.604004,332.7591
12506,1.5249,2.6399,1.195,1.262,1.2672,8.5515,7.115523,-22.452524
12507,3.7359,3.3009,19.0368,1.9077,2.0857,10.928,51.95112,538.6991
12508,3.5382,0.7723,1.8498,1.2651,2.4562,18.1079,21.587288,16.911264
12509,3.2305,1.552,1.3933,1.3148,4.4288,14.5058,86.67442,474.0631
12510,1.2664,2.7178,5.9198,0.7778,4.8507,2.2894,117.6056,847.88477
12511,2.4521,0.2464,1.0928,1.0475,2.186,5.3972,23.81348,84.383156
12512,1.0053,1.3088,12.973,1.6534,4.7669,15.1299,127.03468,998.801
12513,3.9005,1.3893,11.089,0.5032,3.9199,8.1899,96.25365,794.4085
12514,4.3698,0.3134,18.3164,1.2057,2.7217,3.488,64.06569,650.11633
12515,1.9868,2.7203,10.2865,1.8421,1.3867,11.1937,25.17351,264.22736
12516,3.9503,3.6027,4.6629,0.7324,4.2533,19.0103,69.72011,391.0036
12517,2.105,0.9527,19.5577,0.4635,0.9599,2.2328,-0.67506564,124.57936
12518,2.9737,0.1438,19.375,1.1077,1.6589,14.3889,45.21431,493.3369
12519,3.2396,2.654,18.1015,0.9507,4.4228,9.6939,120.83534,1051.4906
12520,3.7552,1.8306,18.0503,1.4212,3.8967,6.091,108.03082,974.1795
12521,0.8203,0.7347,7.0026,0.9854,2.0388,5.4233,27.53458,241.60191
12522,2.4419,2.6762,18.841,0.8241,0.8697,10.3934,22.841646,321.10364
12523,2.4192,3.1512,16.2963,1.0974,3.8773,6.8886,102.92262,913.4407
12524,2.3822,2.7104,16.2077,1.7647,4.631,18.4475,117.398285,941.3107
12525,1.0645,2.429,12.8734,1.1113,1.3924,11.6707,26.60482,303.32678
12526,4.8355,1.8887,5.5191,0.9628,2.2987,16.6272,27.309885,153.2263
12527,3.229,4.1201,17.5784,0.313,0.497,0.7784,-7.8957524,37.993183
12528,1.0714,4.6112,14.3296,0.2096,0.8377,15.8505,34.439026,349.75165
12529,1.9038,2.7855,11.2945,1.3973,2.8439,1.3077,62.02329,555.8475
12530,1.6913,1.5512,3.0471,0.6335,4.9718,5.654,116.5125,782.83594
12531,4.9747,1.2325,16.5475,1.6212,1.463,14.5379,40.320114,426.76782
12532,4.962,4.8327,3.9296,1.451,1.1751,13.2047,4.7769747,7.245141
12533,3.915,0.3735,9.6086,0.7197,0.6791,1.8364,3.9759374,35.883495
12534,2.8042,4.5783,1.55,0.8294,1.5098,9.3776,6.1951003,-23.619297
12535,3.0423,4.3522,3.7904,0.2668,0.1722,15.2587,34.229168,218.3838
12536,4.7058,2.8821,4.1014,0.7578,0.2939,19.1447,40.818928,249.0992
12537,3.0347,4.9797,12.6965,0.673,3.4903,5.731,81.67672,716.55524
12538,0.8039,2.0341,8.6612,0.9511,1.9818,15.6396,31.961443,269.0977
12539,4.6433,0.3816,4.4881,0.6641,1.0509,15.511,17.123995,87.00415
12540,2.1206,2.9412,15.7655,1.6985,1.7357,4.8654,31.985462,371.54172
12541,4.5165,3.4911,17.9539,0.2721,0.5064,12.748,31.075577,354.76767
12542,0.9455,2.9403,12.9062,1.8423,2.4179,5.0326,56.80928,542.0378
12543,1.5206,2.999,7.4491,0.2725,0.3396,4.7728,21.608887,176.58011
12544,0.6399,3.4046,8.8405,0.483,0.7006,1.7326,2.6214285,24.912796
12545,2.7395,2.453,13.491,0.4579,1.7715,18.8376,41.433586,382.66425
12546,2.2924,3.3556,1.9643,1.5092,2.6944,11.6819,38.89493,186.34978
12547,4.7805,1.8958,8.0073,1.4524,4.5257,7.9647,119.188416,900.0236
12548,4.7869,1.0646,17.5588,0.8898,3.4675,9.5204,89.19622,817.50555
12549,1.7882,3.9399,9.4182,0.943,1.6538,11.6077,22.318592,230.24397
12550,1.5675,4.2189,14.2234,0.1333,0.9785,11.273,16.458006,230.41296
12551,3.588,4.1336,5.5899,0.3075,2.8144,11.6183,41.2183,289.12323
12552,2.3876,3.3141,14.8118,0.5867,3.3934,19.695,70.51879,578.811
12553,4.5321,1.527,3.532,1.8268,4.9676,8.8638,125.678055,844.35736
12554,3.522,1.1048,10.9886,0.8749,4.7931,9.0586,127.747574,1008.84515
12555,3.7147,2.5409,5.5809,1.7751,4.7461,11.3924,119.32253,833.2063
12556,0.5981,1.7833,5.9889,1.8012,1.6704,6.4131,22.05871,191.31953
12557,4.0416,2.6248,19.1051,1.2834,4.5469,4.4372,127.94815,1140.08
12558,3.7077,0.9579,10.7402,1.1713,4.9309,15.5276,125.52249,951.08795
12559,1.4891,2.0754,18.7917,0.7847,4.7181,17.7338,118.99295,995.75134
12560,2.2785,3.2074,5.2681,0.1837,3.7791,15.9539,62.30526,395.3465
12561,3.4233,2.4585,4.049,0.4293,0.1431,14.0727,35.876556,238.39531
12562,2.0721,3.1035,19.3348,1.0437,2.8968,12.2508,71.015305,680.581
12563,4.9688,1.9098,14.5888,0.583,1.7619,0.6184,13.5404,205.41203
12564,3.0943,3.4305,15.4239,0.9832,4.1713,8.4365,110.56798,950.4589
12565,2.7124,4.7024,2.6323,1.5743,2.93,3.3701,52.335598,324.32782
12566,4.9967,2.2905,2.8997,1.8159,4.9495,16.2957,104.767815,619.67694
12567,1.1651,4.4943,8.1687,1.8116,2.4289,8.7112,51.940025,434.8665
12568,4.8602,4.2154,0.7747,1.0572,4.1421,2.8889,82.420525,484.9185
12569,2.3949,4.7345,13.0704,1.0191,3.4999,4.266,84.88107,750.4242
12570,2.5103,4.7657,18.5577,1.4825,2.5261,14.4789,60.31344,575.8031
12571,3.5705,3.7778,9.9269,1.2857,4.9404,2.6986,131.34508,1023.5616
12572,1.4781,2.1153,18.9229,1.7317,4.5863,15.5016,124.9205,1052.952
12573,1.5849,3.2286,7.6493,1.511,0.8066,8.3349,0.03181851,32.78304
12574,1.5248,2.9738,14.8323,1.658,3.5798,10.8717,95.646286,824.93744
12575,1.5334,2.2567,3.2873,1.3575,0.3637,17.0032,31.259844,178.72542
12576,2.7917,3.1822,11.5251,1.599,4.8684,17.6651,119.228775,894.50555
12577,4.6978,2.6676,12.1803,0.9624,4.1296,3.549,107.31377,894.9389
12578,1.3541,1.3328,3.906,1.5712,3.6617,10.2148,83.78032,569.37354
12579,0.7713,0.1394,1.9049,1.1006,3.7147,10.3223,77.202934,476.0331
12580,2.1731,3.9522,12.6409,1.9079,2.266,9.1691,52.33403,490.19846
12581,1.3219,2.5705,12.6408,0.4084,1.5142,4.1067,8.871027,151.80139
12582,3.1537,4.1992,18.6664,1.7081,2.3658,3.3856,53.04904,569.0927
12583,4.8139,2.3617,15.1953,0.9355,3.3191,10.1858,82.124054,734.3986
12584,1.3723,3.1902,17.1776,0.719,0.429,6.0787,1.4567943,114.06277
12585,2.9659,0.6843,1.686,1.6272,3.9086,4.9973,90.651245,576.6396
12586,4.4963,4.4767,19.7099,1.3184,0.2335,16.621,59.128162,578.26324
12587,1.4952,4.8743,7.1428,0.3947,3.8046,8.647,80.30202,609.71967
12588,1.7121,2.558,14.4462,0.7127,3.719,17.5999,82.6281,682.69324
12589,0.579,0.9851,0.7777,1.0738,4.568,18.1824,77.756584,347.1046
12590,0.5642,3.9642,11.2078,1.484,2.8338,15.4721,58.82231,483.68634
12591,3.9747,2.8267,6.7433,1.7332,0.72,0.7578,10.155342,43.114025
12592,4.1486,2.0461,10.5027,1.8106,0.6065,12.7161,26.6667,254.34315
12593,2.7029,1.6608,16.2856,0.1501,4.4257,11.9905,112.68437,962.99915
12594,1.5756,2.2276,12.1479,0.2795,0.3752,5.6287,0.9413687,48.845875
12595,2.2748,3.1074,3.5165,0.6131,4.8297,10.7045,105.669624,694.5948
12596,2.8981,1.5412,4.4315,0.2395,2.245,18.773,19.452148,69.9775
12597,4.6091,0.4392,11.6135,1.7385,2.3668,3.4998,52.655354,493.24
12598,1.0558,4.1321,9.7372,1.0887,1.4835,1.9352,7.1100373,96.312096
12599,3.9617,2.3079,1.2047,1.1973,3.3828,16.9759,44.310265,140.67744
12600,2.5855,1.7808,19.8644,1.7352,4.6294,1.0402,135.01721,1217.2793
12601,2.8083,0.563,16.1359,1.9592,3.2996,7.5757,92.47172,833.7041
12602,3.926,3.5212,13.6172,1.2238,4.3662,1.2115,115.96714,983.4538
12603,3.1474,0.7562,16.2958,1.2942,2.1675,18.7145,53.75061,495.06702
12604,4.4564,3.9765,15.3958,0.2057,1.383,18.0569,39.37959,393.16022
12605,2.8955,1.7569,7.5944,1.8684,0.6632,9.9257,8.131683,80.866486
12606,3.4986,3.9571,19.2372,1.7881,4.4049,1.4262,124.256,1129.9093
12607,3.0589,0.408,19.7409,1.6875,2.9205,2.2793,74.8417,750.6089
12608,2.2655,4.9,0.8879,1.3852,0.3679,0.728,119.34859,539.1687
12609,1.7795,3.8619,1.8866,1.064,1.1445,11.5643,5.827184,-26.42523
12610,0.7106,4.6612,8.9439,0.2492,0.8592,3.4076,-2.7543726,3.164216
12611,4.5324,2.4774,1.4958,1.1478,2.2295,16.1042,16.260887,-14.179444
12612,4.7883,4.034,0.901,1.8398,3.7104,16.3123,56.34618,211.92729
12613,1.9861,3.4748,0.905,1.0599,4.3166,9.3036,86.002045,500.03925
12614,2.7214,4.6159,14.9974,0.837,0.4997,12.8044,28.435745,313.34155
12615,0.7882,0.5866,3.7335,0.9385,3.0315,4.6533,59.64751,408.30786
12616,4.9068,2.7294,5.6454,0.5879,0.7904,8.0796,4.7866983,28.679304
12617,4.07,2.946,9.4002,0.9509,1.3861,13.3521,21.478828,217.6382
12618,3.8593,2.6649,10.1494,0.6433,2.2009,17.3243,37.382652,314.3099
12619,4.8911,2.6164,13.9466,1.4496,4.1539,14.751,105.56202,861.3256
12620,2.4601,0.7137,11.6798,0.4101,2.6274,10.5392,52.103493,478.1919
12621,2.3737,2.4062,6.7131,0.6465,4.0634,18.8513,72.99959,477.72516
12622,3.4272,1.694,12.8406,0.9485,0.9989,18.1458,46.25145,405.7245
12623,1.5809,3.2806,5.0902,0.128,2.0769,9.2471,16.680176,120.375916
12624,3.7451,3.0779,4.7466,0.8787,2.7823,15.1489,37.22331,214.13956
12625,1.8052,1.0643,2.7442,1.8729,0.9199,12.0887,7.768605,8.266017
12626,3.9254,3.7163,18.1004,1.7336,3.409,11.7656,90.65073,814.1472
12627,1.8906,0.6562,7.9076,0.5209,4.6284,0.6494,114.68536,861.09955
12628,2.7629,2.5553,12.2957,0.2119,0.7992,15.1824,32.463295,308.21793
12629,1.469,1.372,7.7362,0.5588,1.448,3.8898,2.2438295,26.327646
12630,1.5216,4.4445,8.3947,1.817,1.7781,17.6939,30.391626,228.00462
12631,1.4397,2.0026,15.3705,0.1676,3.6917,7.9741,89.46179,800.2315
12632,3.6802,0.9331,19.7646,1.2611,1.0572,8.7528,24.042896,344.02606
12633,4.3713,4.223,3.3723,0.2258,3.3932,3.6735,57.39951,371.0913
12634,1.1277,3.0831,14.3082,1.6969,2.4424,10.4834,58.286186,546.48566
12635,2.2031,4.8811,16.3807,1.3164,2.4492,5.8604,54.006245,550.49506
12636,2.4671,2.1178,14.9871,0.6911,1.9155,8.9528,33.62535,370.5396
12637,2.3278,3.6304,16.8639,0.489,4.7862,6.8404,127.41287,1098.4924
12638,3.1969,1.6635,16.8427,1.9504,2.4452,8.379,62.33666,610.9494
12639,4.6169,2.5032,8.4851,1.4223,4.2559,19.6526,87.317894,603.79175
12640,3.5273,2.7624,15.8019,1.4179,3.2137,14.7434,77.65311,681.07996
12641,4.0421,2.2805,15.4206,1.039,1.5737,15.5531,39.436916,406.79807
12642,3.0534,2.9646,2.6791,0.4098,3.0471,17.7021,31.660313,92.47649
12643,3.5404,3.3069,16.0462,0.7722,2.6901,7.3272,58.857185,579.5431
12644,2.2281,3.0154,19.8841,0.5624,4.555,8.859,123.1611,1093.0284
12645,1.6345,3.9484,13.0057,1.4806,2.7365,3.9077,63.22505,594.1718
12646,2.249,3.3783,16.6789,0.9176,3.0049,5.7002,70.92845,684.993
12647,3.5025,0.9763,15.9141,1.199,1.3909,3.7467,14.67864,226.8966
12648,0.9593,4.5101,6.9277,0.774,1.1089,5.5925,-1.8409816,-0.21059334
12649,0.8492,1.5987,13.1793,0.9863,1.2726,5.9332,11.066391,177.67552
12650,1.3954,0.3537,12.5069,1.9852,1.476,14.4261,36.611115,358.72598
12651,4.5675,1.2784,11.4166,1.4449,0.1047,19.1223,81.926056,636.43604
12652,1.5557,3.7204,1.6821,0.1565,3.9311,19.7529,47.361664,144.72939
12653,2.7453,0.4863,4.9517,0.946,1.0009,4.0218,6.0905023,8.897817
12654,3.598,0.9363,12.3109,1.5865,0.2548,16.9542,66.68688,545.322
12655,4.1043,1.6515,13.4151,1.9266,3.4337,14.1194,87.59924,731.8276
12656,3.9366,1.2322,13.1834,0.4072,4.0935,17.3843,92.10605,739.241
12657,2.2301,0.2365,4.8947,1.887,2.4169,18.7675,34.056667,159.09138
12658,0.5138,0.2216,3.9335,1.7092,2.8452,10.5132,60.11367,410.26123
12659,4.6351,2.4436,5.7285,0.664,1.2281,18.4567,23.889399,132.0985
12660,3.6604,2.0971,14.7073,1.2662,1.6186,8.2943,28.349371,325.8164
12661,1.0422,0.1884,10.9539,0.8757,2.6233,0.8631,49.911533,449.98166
12662,1.9912,0.2953,17.6658,0.6089,3.8591,0.9832,98.72818,913.82965
12663,0.8646,0.4971,17.9826,1.2531,1.8962,19.1108,54.07602,518.7213
12664,1.8779,2.6316,17.8535,1.5631,2.8357,10.6999,72.44012,686.8266
12665,1.9418,0.9815,16.0841,1.4824,3.8669,15.4923,99.18701,838.8105
12666,2.5918,0.2098,15.4194,0.3674,2.2856,14.7833,48.30251,477.83752
12667,1.6046,4.1817,8.1671,0.279,4.021,16.7575,76.015884,547.3309
12668,2.0882,0.5475,14.9142,0.6814,0.1842,18.8708,81.20696,671.0467
12669,1.1392,3.1206,11.8116,1.4674,2.3813,18.2604,47.805916,395.97845
12670,2.7514,1.4143,7.1584,0.34,2.6774,8.2292,46.697754,381.83167
12671,2.2967,3.2687,7.2207,1.708,1.3596,9.0053,13.294004,139.47029
12672,0.7861,2.1651,15.5011,1.3609,2.0529,11.614,45.927994,464.6713
12673,2.1781,1.0727,11.4514,0.7261,1.6715,0.9559,9.30365,126.35177
12674,1.7534,2.8422,5.324,0.9912,2.2493,8.6301,33.508522,254.96678
12675,2.4345,4.3558,2.1623,0.9098,4.7263,2.3549,102.38022,656.824
12676,3.2151,2.8314,14.3168,0.7939,0.6416,15.4579,40.155647,385.94055
12677,3.8933,4.3048,14.5165,1.6143,4.2257,12.7501,111.315704,921.92096
12678,2.9499,3.4134,3.2135,1.6484,4.0649,18.8191,66.66475,324.76352
12679,1.381,3.5777,17.7923,0.1825,1.1497,15.1812,35.677303,406.89587
12680,0.9641,0.2996,8.7802,1.4825,3.4299,10.3031,86.20949,685.5959
12681,4.9705,0.6631,18.2146,0.4585,2.1678,16.6895,52.03196,521.593
12682,2.5659,2.2172,0.583,1.2192,4.1082,10.6016,80.60194,445.4735
12683,1.3721,1.5115,9.3274,1.5107,1.4219,10.572,21.151527,225.34737
12684,2.2734,3.4912,10.503,1.1795,3.5451,5.439,87.800095,730.6879
12685,3.754,3.4137,9.1444,1.0929,3.9578,8.9872,97.455734,767.2718
12686,2.2686,2.8735,5.1369,0.7494,2.0422,10.9604,21.334335,150.22127
12687,0.9363,0.7792,10.5327,0.9369,2.9231,17.1646,57.959297,459.08374
12688,1.2603,3.0424,2.2089,1.6352,0.1863,14.2298,32.14349,172.31184
12689,1.8717,4.4286,14.9416,0.1412,1.3551,8.6072,15.555447,236.82625
12690,1.0621,4.3848,19.4658,1.1851,2.073,10.5195,46.982555,507.88446
12691,3.4755,2.6861,10.145,1.0308,2.0733,1.0056,25.035774,248.46489
12692,0.8259,2.1035,4.1509,0.6488,2.3944,8.1926,33.210785,228.22781
12693,0.5301,3.8224,16.6492,0.4577,3.3252,5.0994,77.55641,737.40924
12694,1.6256,2.3119,18.1109,1.1833,3.3913,7.5543,88.6325,826.5932
12695,2.0153,4.3398,16.4941,1.4964,1.1905,6.4566,16.63388,255.19402
12696,3.3365,3.373,7.3361,1.942,0.2424,0.9798,36.767025,228.67952
12697,1.8504,0.4665,5.3335,1.5639,2.8164,4.6667,62.21441,458.36182
12698,3.9242,1.2824,4.6823,1.7583,4.7239,19.0396,97.05286,588.0477
12699,4.9557,2.5254,14.5712,1.9207,0.2646,9.286,19.194931,218.33934
12700,4.9691,0.456,0.7618,0.8554,4.5134,14.7494,84.82111,441.07727
12701,2.9743,0.3304,14.8605,0.7886,2.7124,14.4529,60.2386,553.776
12702,1.5212,0.3905,5.5431,1.699,4.9123,9.2416,130.26802,922.63214
12703,1.895,1.5753,14.7905,1.701,1.3238,1.7539,10.202194,182.00844
12704,4.0551,3.6364,11.9973,1.0993,3.6363,6.7311,91.179245,773.4383
12705,1.7074,3.5856,4.4617,1.8677,4.675,12.2605,110.649895,741.2846
12706,3.118,1.0296,5.8297,0.8403,2.8229,2.8421,52.107765,387.04825
12707,3.9437,3.677,14.6085,0.7791,3.387,17.6496,72.258484,605.66425
12708,4.1219,1.5898,12.8688,1.2637,1.9774,4.2781,34.197407,364.43652
12709,2.612,4.5001,14.5776,1.1082,1.1656,1.8956,1.265014,108.16355
12710,3.0134,3.469,0.63,1.1855,2.3595,2.9948,26.990574,87.39261
12711,1.719,2.9524,16.7732,1.2485,1.1985,2.7079,7.8611164,176.38492
12712,3.2048,2.3587,5.4089,1.5219,2.4271,9.7695,45.21308,337.5062
12713,2.3551,0.4945,15.653,0.9785,4.1469,14.4731,106.755615,900.163
12714,1.4409,3.9855,11.1037,1.3589,0.3961,8.4723,5.670342,92.03563
12715,2.6437,3.9046,17.2594,0.4863,2.5793,2.2044,48.315536,520.98804
12716,3.4398,1.4548,10.4959,1.1836,4.8701,1.3692,131.85127,1035.743
12717,4.4502,4.6711,2.8898,1.0669,0.7275,17.2393,19.621998,80.952286
12718,0.7476,3.7273,11.5681,0.3944,1.322,6.6215,5.818585,122.45972
12719,3.7634,1.9529,3.8002,1.4976,0.187,1.6036,108.37312,565.9075
12720,2.8869,4.1146,6.993,1.7572,0.6587,5.698,-0.8658388,7.617773
12721,3.8851,2.841,10.2598,1.595,2.7219,17.2882,53.455276,416.03345
12722,3.8565,4.4864,17.5582,0.8438,1.908,11.7826,40.230125,439.21466
12723,3.0277,4.9776,14.5296,0.1591,1.6328,12.1226,27.163393,324.58704
12724,2.7256,1.8564,3.8096,0.5276,2.3851,5.7557,30.204126,196.80214
12725,1.8636,2.3001,5.3169,1.515,1.1931,6.8058,1.4933491,10.656039
12726,4.1855,1.2174,19.0851,0.9611,2.5019,7.3327,57.072876,594.44916
12727,1.7655,3.8087,19.0909,0.1828,2.1855,17.8704,52.044876,522.1629
12728,3.5442,3.9149,3.0893,1.51,4.7176,15.5808,93.93416,556.86066
12729,3.5531,1.4147,4.6777,1.1221,1.2632,11.975,6.563771,40.3931
12730,3.2119,0.4331,2.0126,1.6398,0.2227,12.3079,39.378326,214.12352
12731,3.0491,4.8716,6.0614,1.2556,1.4442,0.8336,6.01025,14.761398
12732,3.8646,4.9661,1.3321,0.9467,2.257,16.5601,15.475302,-29.570917
12733,3.4314,4.6447,12.6965,0.4961,2.7888,13.3203,54.93863,490.51883
12734,0.5326,3.1708,6.316,0.7775,3.6816,13.2957,75.28846,539.3885
12735,4.4695,3.2768,14.1603,1.5412,2.1504,15.4945,47.430283,440.05444
12736,4.9527,1.207,0.5715,0.6556,1.0821,14.8008,15.79693,-5.5297637
12737,3.1736,0.6394,0.5304,0.9093,0.5464,7.9842,75.00874,381.21927
12738,1.4505,4.5202,18.4246,1.9717,2.19,19.2165,57.488453,530.33575
12739,1.3616,1.015,5.8527,1.2359,1.7596,5.0374,17.155628,134.64236
12740,3.3932,0.8873,19.6613,1.9897,1.7772,8.8323,44.1351,491.90448
12741,1.9415,1.1422,4.6831,1.1665,2.9082,11.2745,55.828262,386.79034
12742,2.0372,4.2043,10.4107,1.5395,4.9593,5.4702,134.52806,1052.9121
12743,4.3157,4.4156,12.045,0.9877,1.5207,17.2219,34.097553,319.17554
12744,4.2622,3.4764,8.4829,1.1963,4.0245,6.8245,100.23573,780.3409
12745,0.677,4.1356,7.6345,1.3108,2.7425,13.3067,50.78868,392.70914
12746,0.6961,4.5001,13.715,0.2707,4.4518,3.3649,111.08211,946.5772
12747,1.7639,0.4139,6.9012,1.149,3.5453,17.3455,69.20014,478.61334
12748,4.4721,4.6133,7.5124,1.8163,4.5938,15.2115,107.58676,762.6872
12749,1.113,1.8606,5.6281,1.1016,2.0454,0.5406,18.777058,103.747284
12750,1.1274,3.5287,7.0869,0.5016,3.1294,8.9476,61.578285,481.10657
12751,2.0714,0.7948,7.2801,0.7284,1.9339,12.1374,24.723759,215.0329
12752,4.9328,0.4037,1.856,1.2214,1.0661,6.1396,17.09901,44.08857
12753,1.5609,1.8224,1.8262,0.312,4.1723,1.0554,83.251686,511.07428
12754,3.5532,4.3497,4.198,1.568,0.3881,8.7117,18.3713,126.38896
12755,2.8923,4.1843,13.4117,0.7211,0.2153,12.2947,30.48788,299.49765
12756,3.4689,1.4266,6.7335,1.7409,4.7708,3.3241,128.47632,942.748
12757,2.0885,2.6164,2.3391,0.7687,4.8676,13.0403,100.53837,611.4592
12758,4.6506,1.2492,13.5084,0.9735,4.3282,6.705,116.77611,978.20953
12759,0.7849,0.4029,16.6937,1.1802,2.5499,11.7354,61.091076,592.9382
12760,2.7291,3.4857,17.425,0.5615,2.6395,1.0312,49.326813,532.3517
12761,1.95,1.4296,16.1602,0.6423,2.5411,18.8086,56.54123,515.5734
12762,4.2655,3.4155,19.5565,0.8716,1.5395,5.1911,22.181156,322.5098
12763,3.889,3.6705,19.5095,1.0311,1.226,17.9941,47.423958,493.04315
12764,0.5508,4.2076,6.1316,0.2141,4.996,8.0137,115.1543,831.84076
12765,3.3555,2.925,7.8039,1.9921,1.2599,5.6484,10.142712,117.56311
12766,1.149,0.4446,18.3975,1.949,0.9818,4.0877,12.18079,225.0746
12767,1.6396,2.428,12.0044,0.655,4.7766,19.9172,106.50748,799.064
12768,3.4112,0.9678,6.8136,0.7516,1.9374,19.331,28.402191,174.6296
12769,0.6057,2.8025,17.2601,1.9546,2.6898,8.7966,70.60018,676.7663
12770,2.8952,4.6235,14.0546,0.7526,2.4385,1.382,41.17099,434.56042
12771,4.0122,4.5053,14.8832,0.7401,1.5053,6.7216,18.313486,249.42824
12772,1.441,2.3575,13.3727,0.7841,2.9555,6.8658,67.447105,620.0922
12773,4.8909,1.1433,12.4704,1.8546,3.1725,14.7256,77.02684,639.40326
12774,4.1176,1.5122,9.2262,0.5559,4.6807,9.4299,118.27074,910.4776
12775,3.9944,0.5355,5.9664,1.9701,2.4265,4.8534,53.408432,409.56873
12776,2.5284,3.7767,18.1631,0.8913,2.9498,4.7045,68.79959,685.2
12777,0.8903,0.2509,4.1244,0.2002,3.8783,7.5195,82.2117,574.07404
12778,2.9624,2.6977,11.3016,0.431,1.6542,9.3518,19.092674,228.04732
12779,4.2827,1.9197,4.4819,1.6067,4.9144,13.2013,117.86833,786.44006
12780,4.9495,4.6108,18.5166,0.5486,0.3762,1.3197,-7.1609883,51.228424
12781,1.6407,2.2901,0.9712,1.2709,4.3037,18.7856,67.427734,267.15997
12782,2.4629,0.1876,7.6475,1.2387,3.1898,12.7221,71.75284,551.85376
12783,4.8598,1.3471,13.3554,0.6223,3.1857,16.732,67.075455,564.2296
12784,3.5884,4.7976,19.0099,1.654,0.4882,16.5517,51.330093,517.4381
12785,1.4804,3.5812,13.6478,1.3417,2.0079,18.8319,45.6969,402.72693
12786,3.5178,3.5962,14.5807,0.906,4.5896,16.0142,112.7441,909.4279
12787,2.8571,3.4798,3.8592,1.4716,0.2471,14.73,27.960218,174.6154
12788,2.6607,4.0967,0.5948,1.1869,4.6981,9.462,95.41135,551.61456
12789,0.7435,2.4185,3.8571,1.9463,3.6252,1.334,84.01504,573.1699
12790,2.7965,0.6266,2.2755,1.2641,3.345,10.0501,66.93948,415.39777
12791,1.5302,0.6738,9.5581,0.7032,1.094,18.7067,45.08262,343.576
12792,4.1244,1.1099,19.3583,1.594,4.3765,10.6668,125.18428,1093.4296
12793,1.9086,4.4825,7.4919,0.3557,4.0849,1.5682,88.17845,673.58496
12794,3.9198,3.5202,15.4486,0.1971,1.9853,15.0037,40.01136,415.19763
12795,2.936,2.4728,6.0299,0.588,2.2578,8.9368,30.70001,243.9467
12796,4.7005,0.227,9.1425,1.6653,0.9069,12.0302,18.799921,186.80003
12797,2.6657,1.9659,8.8849,1.2481,1.2018,9.9563,11.849215,149.7567
12798,2.6714,4.9599,5.3399,0.3072,3.1494,13.5941,46.2241,302.16357
12799,0.9307,1.9064,3.8604,1.3818,4.4557,18.5273,83.65582,478.96045
12800,4.883,4.8059,6.0449,0.1534,4.0495,8.7069,82.86765,604.2735
12801,1.0666,1.4567,1.5319,1.3602,1.3172,11.1889,4.9240155,-33.174572
