ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
15303,3.6,4.48,8.96,0.98,3.77,2.59,4.8766313,58.143776
15304,4.39,3.57,9.71,0.67,0.87,4.95,10.287701,84.65695
15305,2.52,3.71,2.37,1.16,4.74,7.03,17.022646,77.74794
15306,0.65,4.92,7.97,0.69,0.42,7.6,11.995895,96.23236
15307,0.73,2.86,0.97,0.52,1.86,5.53,17.289286,68.03956
15308,2.54,1.99,8.66,1.74,3.73,5.61,12.129339,94.985504
15309,2.74,3.33,5.26,1.05,3.24,6.29,17.262827,94.125885
15310,1.8,4.52,7.15,0.36,0.33,3.17,15.721865,102.179276
15311,0.77,3.18,7.32,0.14,2.83,6.44,12.917872,94.28205
15312,2.42,0.14,3.96,1.78,3.88,2.16,19.002605,77.4615
15313,1.6,0.87,5.17,1.63,2.6,3.83,15.962477,71.63429
15314,2.57,0.93,4.65,0.66,1.51,0.58,15.968016,60.599327
15315,1.62,0.66,9.82,1.94,2.95,4.64,11.775816,94.181915
15316,1.81,0.69,4.8,1.88,2.26,9.56,15.74683,91.83436
15317,3.06,0.95,0.52,1.95,1.92,3.55,20.381899,76.191444
15318,1.71,2.95,9.83,0.2,2.88,4.12,8.430252,79.48394
15319,1.02,3.69,4.81,0.64,3.74,9.38,15.1285095,100.3434
15320,0.86,3.53,5.45,0.66,0.77,4.53,16.630007,93.10336
15321,1.19,2.59,2.21,0.58,2.35,5.19,17.372683,69.6725
15322,2.22,2.54,6.07,1.03,1.24,0.71,15.878782,80.58762
15323,4.91,0.7,4.99,0.38,4.34,1.7,17.867548,76.84561
15324,4.08,4.29,5.71,0.28,0.24,3.73,17.683607,105.36907
15325,2.84,4.66,7.92,1.41,1.89,2.53,11.2477665,78.223625
15326,4.48,3.15,1.08,0.68,1.55,3.29,17.136974,65.82579
15327,2.8,2.7,0.89,1.61,4.46,5.5,19.177427,80.30087
15328,1.56,3.62,5.92,0.4,2.49,3.21,15.383493,80.00716
15329,1.18,1.43,0.81,0.35,0.33,3.51,18.18957,65.91452
15330,4.54,1.21,6.02,1.23,2.65,3.65,15.126358,74.139084
15331,3.47,2.17,8.57,1.77,1.32,5.3,12.931082,98.54112
15332,4.83,2.05,8.21,0.72,2.83,9.52,14.377466,116.77366
15333,2.25,0.86,8.52,0.45,1.82,6.78,13.318449,101.24304
15334,1.04,2.15,2.85,1.48,2.03,9.48,16.87142,86.24727
15335,4.61,1.52,5.9,1.67,3.23,9.93,14.882778,100.21692
15336,4.74,4.91,4.57,0.45,1.94,1.3,17.22022,100.28424
15337,3.87,3.21,8.17,0.53,1.04,8.09,13.782985,109.61713
15338,4.42,4.56,6.09,1.49,4.0,8.81,13.570743,104.04968
15339,1.6,4.29,8.78,0.54,2.85,6.19,8.681572,84.274765
15340,3.27,4.37,3.89,1.63,2.21,2.77,17.59918,91.99445
15341,2.0,4.69,3.15,0.53,0.83,5.06,17.516138,97.35234
15342,4.16,3.82,2.85,1.02,4.76,1.5,16.350336,66.90987
15343,3.95,3.13,9.11,1.33,0.49,2.76,12.293421,90.8911
15344,4.61,3.15,5.7,1.2,0.95,3.85,16.097622,88.96324
15345,0.68,4.46,3.04,1.0,4.94,2.52,15.196222,67.953445
15346,4.01,2.33,7.75,1.35,0.99,0.54,13.7493,82.85743
15347,4.86,0.25,9.4,0.35,0.74,6.97,13.348106,106.55928
15348,0.69,3.97,2.68,0.64,0.93,3.77,17.252317,83.392334
15349,2.52,1.64,9.97,1.78,1.75,6.23,12.970697,111.10922
15350,4.09,4.47,5.57,0.87,1.2,6.81,14.470423,89.89064
15351,0.55,2.32,0.83,1.14,3.81,9.96,17.852354,80.735916
15352,3.09,4.07,1.92,0.45,0.7,6.97,17.764128,90.05937
15353,4.68,4.78,3.71,0.99,0.65,8.63,15.887699,99.072586
15354,0.55,1.12,0.56,0.96,4.82,1.58,22.435104,85.70226
15355,2.84,4.11,4.93,1.32,4.51,8.52,13.757025,94.6659
15356,2.14,0.16,6.63,0.79,2.32,5.75,14.395641,81.65461
15357,2.87,1.72,2.9,1.28,3.14,1.53,18.289396,69.54791
15358,2.27,2.11,6.39,1.1,0.55,6.41,15.473247,100.965744
15359,3.88,0.49,1.35,1.32,1.63,8.84,18.719536,81.253876
15360,1.87,1.39,1.34,0.48,3.54,3.8,20.32709,79.11818
15361,1.15,4.11,4.32,1.27,4.31,9.02,15.105547,97.42947
15362,2.16,3.74,2.7,1.18,3.21,3.26,16.989183,68.73485
15363,0.97,1.09,4.36,1.36,3.58,9.32,15.960111,85.89382
15364,2.82,3.9,3.46,0.63,4.49,7.73,17.148077,86.59422
15365,4.71,1.97,1.95,1.55,4.19,9.55,17.961498,84.44971
15366,0.67,1.8,2.29,0.57,0.83,2.79,17.10778,63.331455
15367,1.25,2.69,8.71,1.46,4.6,3.38,8.871632,76.85797
15368,0.68,1.84,2.38,1.7,2.3,0.79,17.44066,62.338707
15369,1.44,4.7,8.34,0.53,2.69,7.86,10.202566,96.88144
15370,0.83,0.36,6.02,0.31,4.45,0.5,15.834973,67.6703
15371,3.49,3.09,4.97,1.77,4.08,6.75,16.0283,86.55083
15372,2.17,3.97,1.86,1.6,2.39,2.92,17.002085,71.631294
15373,4.06,2.38,8.05,1.73,0.9,8.61,15.072393,120.168625
15374,0.78,3.37,0.71,1.35,3.14,2.04,16.805834,62.023132
15375,4.76,3.84,8.49,1.87,0.79,7.2,12.569372,101.61134
15376,0.95,0.98,6.63,1.28,3.84,7.48,13.966902,88.45017
15377,4.71,1.41,7.55,1.97,2.94,0.85,13.089489,67.07352
15378,1.43,4.67,8.56,1.34,0.66,5.74,11.510586,89.59146
15379,4.48,3.46,1.14,1.51,0.28,1.7,16.822523,72.47764
15380,1.28,1.5,1.77,1.01,3.47,5.19,19.290758,78.03851
15381,2.21,4.86,9.56,0.34,3.07,3.53,4.5872297,59.987583
15382,3.57,3.8,3.16,0.8,0.98,6.1,18.075926,89.73274
15383,3.6,3.39,8.21,1.72,3.46,6.2,11.792578,95.81783
15384,1.83,1.29,9.69,0.14,0.66,9.29,15.252942,131.41731
15385,1.17,4.82,2.56,1.66,1.79,3.13,17.699633,94.201
15386,3.72,4.53,4.42,1.36,2.45,2.93,17.124449,92.661896
15387,3.72,0.2,6.02,1.64,3.4,9.13,15.112931,92.10494
15388,1.04,1.74,4.23,0.87,4.02,3.84,16.908142,72.88797
15389,0.92,2.83,2.14,0.39,4.8,1.22,18.450506,73.7433
15390,2.48,3.15,5.31,0.31,2.82,6.02,17.503946,92.99078
15391,0.83,4.26,7.76,0.45,0.22,4.84,13.866105,96.5955
15392,0.69,1.6,4.97,1.01,3.97,7.94,15.358447,82.92467
15393,3.42,1.69,5.37,0.43,4.44,1.55,16.300589,71.92059
15394,1.21,0.65,1.35,0.96,2.52,2.57,20.305973,75.11697
15395,3.51,4.81,4.85,1.36,3.0,2.06,15.331135,85.44785
15396,1.7,1.66,5.33,0.71,3.23,9.6,15.03819,94.543365
15397,1.94,3.23,8.83,0.79,1.78,5.19,11.076812,88.921585
15398,1.75,1.14,9.54,1.4,3.66,4.41,11.068832,87.83743
15399,2.78,0.53,5.57,2.0,1.17,9.6,15.578018,101.09688
15400,1.51,4.63,1.61,1.73,1.24,5.13,17.2203,89.9417
15401,3.95,0.57,9.97,0.31,3.92,3.01,10.068016,74.70031
15402,3.68,3.87,2.98,1.45,4.52,1.86,16.377657,67.06485
15403,4.79,4.98,1.25,0.27,3.6,3.4,17.611065,91.90604
15404,2.24,1.26,5.76,0.56,4.58,4.66,15.362553,76.12955
15405,4.74,1.81,5.07,0.89,1.28,8.43,15.820631,95.53156
15406,1.85,3.63,0.92,0.82,1.46,2.69,16.547316,65.93716
15407,4.85,2.09,5.72,0.68,2.18,4.82,15.840914,82.93342
15408,3.86,3.57,2.1,1.27,3.61,3.49,17.234356,69.09041
15409,1.24,3.0,6.61,1.96,4.62,1.98,12.2183075,67.857025
15410,4.52,2.48,8.7,0.86,1.89,9.74,14.840166,125.07228
15411,2.72,3.44,9.59,0.5,3.45,5.31,8.331186,84.06249
15412,3.61,2.49,7.15,1.37,4.0,7.85,13.380114,98.31703
15413,3.76,4.59,1.78,0.74,2.95,8.02,18.315512,97.47298
15414,0.9,2.43,0.75,0.62,2.65,2.32,18.452284,67.7574
15415,1.8,0.51,2.32,0.63,2.6,0.67,19.662535,71.28036
15416,1.86,1.36,7.88,1.89,3.59,9.78,14.688801,116.91435
15417,4.08,1.27,1.8,1.97,2.94,4.38,19.395258,77.48967
15418,4.24,3.42,5.64,0.88,1.8,2.98,16.504301,87.03746
15419,4.85,4.53,6.0,0.62,0.5,6.63,14.374285,93.17598
15420,2.11,3.37,7.68,0.32,4.09,4.71,9.744482,76.6479
15421,2.07,0.74,3.53,1.73,4.27,4.98,18.576944,81.179886
15422,1.05,4.01,4.01,1.11,3.93,4.66,16.780813,79.35999
15423,2.62,4.92,8.87,1.18,3.42,6.22,7.472052,83.19217
15424,1.07,1.29,6.86,0.39,4.2,2.93,13.293098,67.62091
15425,2.08,1.68,1.73,0.24,0.68,1.1,17.534187,61.562195
15426,4.75,0.59,3.0,1.0,4.65,6.9,19.473074,88.806656
15427,1.72,3.23,4.26,0.26,2.66,1.65,16.130463,66.03511
15428,2.65,0.61,4.1,1.1,2.83,7.91,16.686087,81.4058
15429,3.54,0.8,3.39,0.33,1.02,3.59,17.214617,68.47104
15430,4.99,2.43,3.2,0.3,4.54,2.54,18.379042,78.98738
15431,4.21,4.07,2.62,1.79,0.59,3.99,17.644968,89.02557
15432,1.59,0.56,6.78,0.64,4.56,8.52,14.019436,90.52559
15433,3.66,4.82,9.28,0.3,1.23,2.87,9.725871,79.24078
15434,1.77,1.14,7.91,0.65,4.09,0.62,11.426252,59.85928
15435,2.39,4.89,9.75,0.73,0.38,5.1,10.626059,88.78584
15436,3.23,1.28,8.28,1.6,2.68,7.49,13.676583,105.38109
15437,4.88,4.79,1.22,1.39,2.46,0.62,18.508512,95.23094
15438,2.93,1.64,6.62,0.38,2.27,8.37,14.642342,100.565765
15439,1.76,4.79,2.28,1.2,2.53,6.31,17.050508,90.30998
15440,3.71,2.92,4.15,1.36,4.06,0.87,16.371754,67.54916
15441,4.72,0.79,7.68,1.36,2.64,3.89,13.407199,79.35562
15442,3.84,0.14,4.49,0.96,2.92,1.05,17.828379,69.96648
15443,2.49,4.78,2.38,0.5,4.96,7.21,18.338457,95.91226
15444,0.9,3.94,0.97,1.1,2.35,7.06,17.960112,82.667496
15445,4.2,4.62,8.44,1.3,1.35,7.83,11.761578,98.69689
15446,1.79,3.58,7.16,0.67,0.61,0.96,16.461065,100.522446
15447,3.63,3.08,0.95,0.36,1.19,0.81,16.225428,58.74093
15448,3.94,3.69,5.31,0.77,0.31,2.97,18.173077,102.58145
15449,4.49,1.24,8.77,0.27,2.97,3.0,11.362457,74.20635
15450,2.78,4.6,7.0,0.72,2.08,6.27,11.58445,82.57541
15451,1.9,1.78,4.55,1.67,3.88,9.99,15.419643,90.870605
15452,1.48,2.75,4.72,0.27,4.49,9.19,14.739918,87.012695
15453,0.54,0.22,5.86,1.67,0.51,4.93,15.052927,81.07881
15454,1.94,2.19,5.0,1.81,0.28,2.96,16.464327,81.87733
15455,2.09,4.27,6.15,0.86,1.67,3.68,15.989533,92.731224
15456,4.37,0.71,8.23,0.17,0.6,3.14,12.669521,81.141754
15457,1.92,3.99,7.08,1.61,3.51,7.75,12.879727,103.91306
15458,2.2,0.49,8.21,0.82,1.55,3.1,12.570279,78.89859
15459,0.58,4.99,3.03,1.64,1.58,8.29,16.44325,99.30107
15460,0.53,4.7,3.47,0.71,1.22,9.53,16.457216,105.79036
15461,2.68,4.56,2.86,1.89,3.73,1.9,16.803782,80.38783
15462,0.72,2.11,7.81,1.65,3.91,7.89,13.426603,105.641846
15463,0.6,4.99,8.34,0.24,1.39,9.37,12.233777,110.35859
15464,1.06,4.28,6.7,0.79,2.07,4.9,13.169437,81.58281
15465,2.63,0.3,4.07,0.25,3.85,3.92,18.498415,78.540115
15466,0.91,4.44,3.05,1.13,4.58,9.46,17.05235,100.51315
15467,3.59,1.49,5.34,0.92,3.69,1.9,16.012358,68.67576
15468,2.92,2.84,2.61,0.82,0.73,9.39,17.478008,94.85136
15469,2.87,0.33,3.72,0.37,1.34,5.43,17.052156,73.294754
15470,2.05,1.81,2.31,1.76,0.92,6.62,17.319616,74.682175
15471,2.25,2.97,8.55,0.12,1.83,5.21,11.448544,88.41504
15472,2.35,3.6,5.79,1.22,4.99,8.54,11.868878,90.78656
15473,4.59,2.84,8.96,0.43,0.56,3.04,12.164129,88.51383
15474,1.84,0.16,5.46,1.66,4.43,6.71,16.041843,82.79295
15475,3.86,2.63,3.51,1.5,3.97,6.19,17.106905,78.714485
15476,2.81,2.76,9.02,1.78,3.6,8.63,13.478767,119.322464
15477,3.65,3.13,8.78,1.83,1.91,9.89,15.281469,131.4456
15478,1.43,1.24,5.72,0.14,4.52,5.83,15.052595,77.5853
15479,4.88,3.46,7.12,1.84,3.94,8.81,13.840606,109.61623
15480,2.43,0.99,4.24,0.97,4.08,3.63,17.78567,76.61545
15481,0.58,4.38,1.48,1.27,2.4,1.51,16.758457,77.027405
15482,4.41,3.58,1.29,0.44,4.14,4.15,17.43873,69.52252
15483,0.61,3.66,6.43,0.75,3.43,4.38,13.270196,79.3416
15484,3.67,4.07,9.51,1.49,3.06,2.41,5.9724374,61.436546
15485,2.33,1.87,6.19,0.2,0.86,4.14,15.301415,84.89351
15486,2.33,0.37,2.7,0.67,0.82,8.59,17.062141,78.729095
15487,3.76,2.78,6.38,1.47,1.07,8.8,15.61565,114.05214
15488,1.2,2.0,3.72,0.32,4.81,1.02,18.07488,73.8018
15489,1.27,0.14,1.64,1.87,1.4,7.35,18.64866,77.44416
15490,4.58,4.07,9.69,1.63,2.14,9.77,13.550358,124.83743
15491,3.44,5.0,0.71,1.61,0.98,5.58,18.26907,101.393036
15492,1.95,2.79,2.54,1.57,3.99,3.28,17.938341,73.81507
15493,3.96,3.45,7.67,1.58,4.42,8.82,12.432965,107.90011
15494,3.58,0.27,1.22,0.37,2.4,7.76,20.022253,83.65222
15495,2.28,1.6,7.72,0.77,4.58,2.99,11.614645,69.68643
15496,1.61,1.85,3.37,0.95,4.16,8.01,16.993862,80.97235
15497,3.89,1.98,4.87,1.08,4.87,2.29,17.122282,78.127914
15498,1.59,1.31,0.82,0.17,1.02,0.78,18.840109,65.204025
15499,0.74,4.39,2.02,0.62,0.82,5.26,17.054003,87.97589
15500,2.21,0.37,0.56,0.15,2.46,0.96,21.751257,77.71089
15501,3.66,3.8,6.81,0.44,4.41,1.74,8.456003,59.37007
15502,2.32,4.16,8.92,0.27,1.04,8.57,12.630869,109.65506
15503,4.3,3.57,1.05,0.17,4.96,8.66,17.51356,78.50941
15504,4.94,2.05,8.48,1.66,4.58,3.39,11.049553,76.07843
15505,2.33,3.15,4.52,0.81,3.08,3.43,17.25041,74.03757
15506,0.98,3.02,3.55,1.57,0.39,9.55,17.077278,105.16628
15507,2.82,0.11,4.6,1.67,0.53,1.18,16.147215,64.64313
15508,4.58,1.98,0.85,1.26,1.43,3.45,18.606234,69.8887
15509,4.23,4.62,6.73,1.27,1.96,8.93,13.805966,107.377914
15510,4.33,4.48,3.7,1.62,4.6,1.21,15.202954,71.587166
15511,3.78,2.55,8.54,0.57,0.49,3.92,12.384867,89.03167
15512,3.15,4.89,2.84,0.43,3.05,6.52,17.061073,92.74104
15513,0.5,1.82,7.51,0.33,2.01,9.44,14.977451,117.35952
15514,0.87,3.95,9.35,1.16,2.57,9.29,12.677973,120.79591
15515,3.72,2.21,6.98,1.21,0.69,4.48,14.524072,91.54178
15516,2.64,2.08,8.09,0.53,2.99,1.91,11.675751,70.58778
15517,4.28,2.91,2.09,1.91,2.43,5.11,17.789835,73.809074
15518,3.37,4.05,1.39,1.94,3.43,7.11,18.829468,87.56079
15519,4.52,4.55,9.41,0.7,4.63,0.77,2.9639082,51.703327
15520,2.6,1.57,6.16,1.87,4.01,6.84,14.421214,86.17082
15521,0.59,0.34,6.65,0.59,0.67,4.59,14.1891985,81.32358
15522,2.28,2.95,7.98,0.56,1.76,8.32,14.172939,113.135864
15523,3.3,2.94,9.07,1.18,4.53,9.47,12.174744,116.29147
15524,4.76,3.59,9.24,0.74,3.37,8.51,11.706039,108.74922
15525,2.37,3.47,8.06,1.7,1.99,4.53,11.786863,85.37178
15526,0.77,2.59,2.32,0.56,1.17,0.75,16.337748,59.96669
15527,0.71,4.42,9.74,0.74,1.04,6.65,10.141289,93.427895
15528,3.6,2.41,3.96,1.24,3.51,5.86,16.866476,77.439255
15529,4.59,0.8,5.13,1.98,2.57,1.34,16.15439,66.65278
15530,4.84,2.7,1.91,0.81,3.3,5.19,18.00939,75.104324
15531,2.23,4.86,8.71,1.19,1.55,5.09,9.504493,77.25476
15532,1.34,3.3,8.85,1.77,2.28,6.4,12.325394,103.713585
15533,4.33,4.0,3.01,0.17,2.27,7.63,18.903168,96.868195
15534,2.02,0.76,5.66,1.33,4.86,9.41,14.975501,89.5114
15535,1.28,2.17,0.66,0.9,2.93,0.93,19.266003,69.381584
15536,2.81,3.71,3.21,1.04,4.68,6.35,16.726482,78.282814
15537,3.86,1.88,9.09,1.42,2.87,4.5,11.68648,89.301895
15538,1.16,4.18,8.91,0.96,3.65,4.41,6.6164203,72.00531
15539,4.38,0.7,9.38,1.26,3.68,8.63,13.410316,111.431625
15540,1.17,4.23,9.26,0.4,1.52,9.86,13.246366,122.53519
15541,2.98,1.93,8.04,0.7,1.22,5.14,13.217419,94.2624
15542,4.39,2.58,2.39,0.49,2.5,2.61,17.554567,67.27507
15543,3.02,0.77,2.14,0.19,2.93,6.72,19.11046,80.56296
15544,4.31,3.99,1.5,0.69,4.12,9.35,18.613333,92.87823
15545,0.81,3.07,5.96,1.61,3.0,5.58,16.101192,94.1124
15546,4.79,4.43,1.0,1.78,2.36,3.0,17.574373,84.13502
15547,2.3,4.03,8.13,1.52,2.22,5.44,10.943443,85.110916
15548,1.74,2.21,4.91,1.19,4.75,6.3,15.592379,79.39063
15549,0.74,5.0,2.09,1.07,1.5,9.74,16.743647,103.354256
15550,4.4,4.11,6.41,0.57,3.86,1.57,9.429655,59.118706
15551,2.16,2.0,5.09,0.32,3.3,3.16,15.9626,68.099075
15552,2.95,1.8,3.79,0.17,4.9,5.78,17.935366,83.42412
15553,4.31,3.21,8.77,1.61,1.74,3.43,10.872118,79.922935
15554,1.82,2.91,7.09,1.78,0.25,5.94,14.284446,100.86313
15555,1.89,1.34,0.94,1.85,3.58,3.79,20.62539,80.05716
15556,2.24,4.81,2.85,1.4,0.53,8.99,16.606262,102.17996
15557,3.96,3.94,2.63,0.12,1.81,8.41,18.714079,98.28367
15558,4.69,3.86,6.23,0.36,4.99,9.19,11.190269,91.49394
15559,2.53,0.65,8.82,1.47,1.95,8.46,14.457999,116.483696
15560,3.18,2.11,3.19,1.34,4.99,0.77,19.053,79.02319
15561,1.45,3.79,1.16,1.39,0.19,3.1,17.126078,77.57713
15562,2.86,2.89,3.49,0.88,1.01,0.7,16.655794,70.849304
15563,2.31,4.69,5.86,1.73,4.81,5.0,10.208928,78.05766
15564,2.14,1.73,0.94,1.2,1.98,5.23,18.828175,72.96234
15565,4.28,2.85,6.33,1.38,3.7,0.72,13.865036,65.344055
15566,2.55,2.94,4.24,0.3,1.42,8.87,17.086185,101.54479
15567,4.17,1.51,2.68,1.82,3.77,2.72,19.14911,76.95687
15568,1.9,1.48,3.91,1.96,2.73,5.17,16.884806,74.18686
15569,1.33,4.46,7.82,1.33,2.87,9.15,12.826181,113.95335
15570,3.0,4.02,1.76,1.05,0.19,2.93,18.01356,88.35846
15571,2.39,3.01,9.55,1.96,2.5,5.79,11.493132,100.31665
15572,3.74,2.78,2.76,1.77,0.28,2.81,17.142794,72.07296
15573,4.36,0.75,9.25,0.2,1.18,9.78,14.930529,125.138855
15574,3.55,4.87,7.0,0.12,2.38,5.69,10.329824,74.31654
15575,4.41,0.91,2.88,1.65,3.19,6.05,18.435867,79.77348
15576,1.64,3.53,2.36,0.64,2.69,7.42,17.735468,82.92338
15577,2.47,3.71,7.36,1.45,1.68,1.24,14.588846,88.591774
15578,2.73,4.55,5.98,0.58,4.67,0.89,7.1141763,51.80284
15579,1.64,1.0,3.91,0.22,1.27,1.79,16.572699,62.39028
15580,4.25,3.48,0.98,0.11,1.26,6.56,17.950495,79.510345
15581,4.31,3.42,5.54,0.72,1.73,2.85,16.674738,87.62198
15582,4.59,2.12,1.77,0.69,0.81,4.53,17.671476,69.50712
15583,0.86,1.44,7.26,1.87,4.78,4.44,12.572944,76.393074
15584,1.99,2.28,7.99,1.46,0.16,4.15,13.160061,93.403885
15585,2.11,2.56,2.36,1.49,3.64,1.86,18.086323,70.27237
15586,4.43,2.39,3.7,0.2,3.77,8.92,16.323242,82.94789
15587,2.05,4.71,2.26,1.21,3.06,8.57,18.032091,101.13664
15588,3.07,2.39,0.82,1.81,0.59,8.43,17.790977,78.918594
15589,2.82,3.2,8.69,0.95,3.66,2.66,8.230793,69.33053
15590,1.47,1.5,3.42,1.4,0.95,8.4,16.729675,85.79674
15591,3.23,1.11,3.07,1.91,0.53,8.2,16.666328,82.67005
15592,3.62,2.98,3.86,1.74,4.85,4.98,17.120245,81.26572
15593,0.61,0.58,1.36,1.77,4.62,7.5,20.762089,89.62341
15594,1.15,1.71,6.35,0.17,1.23,7.29,15.04946,98.53773
15595,2.99,3.79,2.79,0.19,1.96,8.28,18.653397,97.259125
15596,1.84,3.25,4.73,1.58,1.54,8.82,16.811695,108.33516
15597,2.51,1.17,1.41,1.95,4.23,8.57,19.628119,87.2999
15598,1.43,0.87,9.02,1.05,1.0,3.74,12.02137,88.797714
15599,2.43,2.92,0.84,0.47,4.89,2.26,19.31305,76.78739
15600,3.1,4.37,1.19,1.09,4.39,3.37,17.616833,74.75451
15601,3.13,2.86,3.18,1.7,1.21,2.95,17.359713,71.526825
15602,4.42,4.72,5.97,1.97,4.27,3.3,10.251779,69.25717
15603,1.7,4.9,6.74,1.77,0.64,3.44,15.653176,100.486984
15604,1.02,2.36,7.2,0.65,2.95,7.63,13.886324,102.298454
15605,3.36,1.81,9.73,1.03,3.16,6.84,12.41556,106.553345
15606,2.67,2.05,0.71,1.43,3.81,9.27,18.7289,82.39951
15607,3.47,0.75,9.34,0.76,4.91,4.73,10.992429,82.66757
15608,1.49,0.68,1.63,1.81,2.16,2.05,19.643957,71.87947
15609,2.1,3.33,2.46,1.73,4.98,9.05,16.407333,80.96691
15610,1.42,2.98,5.65,0.68,2.91,0.89,14.976221,66.11926
15611,2.39,4.44,3.44,1.63,3.23,0.72,16.934752,83.37427
15612,2.87,1.35,6.36,0.3,2.52,6.72,14.732517,88.16527
15613,3.17,1.42,7.42,1.98,4.9,2.15,12.720141,70.44419
15614,4.65,2.92,2.7,1.75,1.93,6.87,17.952578,84.22775
15615,2.35,0.12,7.22,0.75,3.15,1.36,13.63878,64.46454
15616,3.24,1.54,7.08,1.66,2.18,0.94,13.620613,68.89728
15617,3.24,3.46,5.53,0.11,3.57,4.96,16.038202,82.03044
15618,0.96,2.76,6.71,0.6,2.87,3.12,14.609125,78.51117
15619,2.77,0.55,4.39,0.56,3.1,1.16,17.599926,68.74142
15620,4.92,0.68,3.53,0.45,1.88,9.18,16.557281,83.13713
15621,3.48,0.88,5.21,0.82,2.94,7.92,15.597515,84.84964
15622,4.79,0.39,5.41,1.38,0.47,8.88,15.413162,95.92768
15623,1.37,2.92,9.11,1.61,4.96,9.82,12.198545,120.82324
15624,1.39,0.62,7.69,0.2,0.54,5.5,13.604417,92.722084
15625,3.15,1.27,8.35,1.85,4.83,1.93,11.16695,69.05623
15626,2.53,4.34,9.67,1.06,3.25,9.89,11.347512,118.904
15627,1.87,4.68,3.55,0.22,2.74,5.64,16.706718,88.11058
15628,1.49,2.13,6.41,0.7,2.17,9.16,15.036163,108.81784
15629,0.78,1.09,8.68,1.19,3.81,7.69,13.1493225,104.90234
15630,1.75,2.48,6.3,0.97,0.45,8.58,15.897767,114.30051
15631,2.04,1.0,5.26,0.96,4.41,5.62,16.012386,78.63808
15632,4.38,0.62,3.13,0.48,3.59,8.88,17.962526,85.09549
15633,4.61,4.11,8.04,1.02,0.87,9.55,14.289335,119.09952
15634,4.34,2.25,2.47,1.27,3.91,8.8,17.432291,82.030655
15635,0.91,1.49,4.25,0.86,1.33,8.91,16.314363,91.68556
15636,3.84,3.8,3.2,0.12,1.67,6.7,18.584404,92.13069
15637,3.2,2.07,6.94,0.37,3.56,9.65,13.904757,104.834076
15638,4.7,2.72,9.95,1.7,2.62,2.7,8.946906,75.8731
15639,4.2,3.93,5.52,1.43,4.85,6.57,12.467732,82.11453
15640,3.0,1.08,1.56,0.17,4.29,2.37,21.352636,83.32843
15641,2.35,1.05,9.75,1.06,1.17,0.75,10.37776,74.21303
15642,2.06,3.29,8.49,1.42,1.85,5.48,11.794155,92.893295
15643,2.48,4.07,1.68,1.71,3.44,7.64,18.781523,90.48721
15644,4.96,1.69,9.77,1.34,4.84,1.05,8.510083,65.953384
15645,3.38,2.72,1.8,1.18,0.54,1.01,16.660925,61.995033
15646,1.93,2.38,6.27,0.45,3.52,3.73,14.877155,75.752716
15647,3.43,1.61,8.17,1.37,3.09,8.55,13.98532,110.41418
15648,4.42,2.43,3.03,0.75,2.47,2.21,17.231245,65.93443
15649,4.9,1.57,6.53,0.37,0.95,4.1,14.5688095,82.22714
15650,1.67,4.1,7.72,1.69,1.04,9.1,14.775748,121.05357
15651,2.56,0.5,4.48,0.99,1.45,5.14,16.420776,74.648636
15652,1.49,0.67,0.93,0.29,4.29,4.72,21.93326,87.592125
15653,0.82,0.84,8.68,1.41,3.68,7.18,13.064496,101.64746
15654,2.54,1.86,7.65,0.29,2.03,8.62,14.462412,111.25783
15655,0.51,4.72,5.4,1.01,0.18,2.74,17.500744,104.91333
15656,1.82,2.59,6.85,1.56,2.43,2.56,14.704488,80.25453
15657,1.37,3.18,8.46,0.17,0.58,8.3,13.895498,113.74495
15658,2.99,1.21,2.5,1.05,4.3,6.22,19.309004,84.402664
15659,4.62,0.93,1.72,0.58,3.39,4.51,20.312574,81.84009
15660,2.52,4.27,6.44,1.87,0.92,8.75,14.793775,113.42463
15661,2.74,2.21,7.84,0.24,0.89,8.93,15.072451,118.60109
15662,1.83,4.84,3.32,1.14,1.39,4.23,17.525942,97.06618
15663,0.75,1.07,3.13,0.39,0.19,0.59,16.624166,60.47042
15664,4.86,2.26,4.13,1.75,2.37,9.85,16.265093,95.98961
15665,3.78,1.8,2.73,1.84,2.78,1.76,18.158834,69.0004
15666,1.3,1.11,7.88,1.17,0.16,1.19,12.870413,78.66025
15667,4.71,1.4,7.17,0.61,2.55,5.14,13.96899,84.41174
15668,4.51,1.9,6.1,1.32,4.04,4.17,14.997359,75.84914
15669,2.91,4.93,5.0,1.83,3.55,2.8,13.355859,75.014046
15670,3.61,3.75,8.19,0.69,3.43,6.1,10.382483,87.71362
15671,4.61,4.78,5.98,0.74,4.45,8.95,12.917347,100.2781
15672,4.25,1.73,3.8,1.44,0.3,2.39,16.602255,70.28479
15673,0.8,3.53,8.54,1.6,0.62,1.2,13.504479,92.70653
15674,1.23,2.38,1.01,1.25,4.37,4.0,19.66604,79.21128
15675,4.05,3.84,8.5,0.22,4.19,6.45,8.693554,85.05457
15676,1.05,1.19,3.48,1.13,4.55,6.18,18.103321,82.19697
15677,1.41,4.68,9.5,0.63,1.11,1.45,9.684805,78.46613
15678,4.97,1.52,0.52,0.4,4.13,1.0,21.656061,82.21226
